feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,user_id
0.956355903115276,0.9564244008071566,-0.3620463397509943,2.2807935097593464,0.16921270044853964,-0.5598516072244379,0
0.9591790720047245,0.9628430627625554,-0.35175832650570005,0.18487937334969928,0.16921270044853964,-0.5598516072244379,1
0.9591790720047245,0.9628430627625554,-0.35175832650570005,-0.2951009632326626,0.16921270044853964,-0.5598516072244379,2
0.9591790720047245,0.9628430627625554,-0.35175832650570005,-0.2951009632326626,0.16921270044853964,-0.5598516072244379,3
0.9431811149645057,0.9617732857699904,-0.3266098496838695,-0.1991048959161902,0.16921270044853964,-0.5598516072244379,4
0.9591790720047245,0.9628430627625554,-0.35175832650570005,0.18487937334969928,0.16921270044853964,-0.5598516072244379,5
0.9591790720047245,0.9628430627625554,-0.35175832650570005,-0.3270996523381534,0.16921270044853964,-0.5598516072244379,6
0.9591790720047245,0.9628430627625554,-0.35175832650570005,0.18487937334969928,0.16921270044853964,-0.5598516072244379,7
0.9394168897785691,0.9564244008071566,-0.34947210134007906,-0.07111013949422705,0.16921270044853964,-0.5598516072244379,8
0.9497685090398909,0.9607035087774246,-0.3471858761744581,-0.1991048959161902,0.16921270044853964,-0.5598516072244379,9
0.9497685090398909,0.9607035087774246,-0.3471858761744581,-0.1991048959161902,0.16921270044853964,-0.5598516072244379,10
0.9723538601555001,0.9553546238145916,-0.356330776836942,-1.7030432838742575,0.16921270044853964,-0.5598516072244379,11
0.9450632275574711,0.9564244008071566,-0.3437565384260267,1.0808426683034416,0.16921270044853964,-0.5598516072244379,12
0.9450632275574711,0.9564244008071566,-0.3437565384260267,0.536864953510098,0.16921270044853964,-0.5598516072244379,13
0.9168315386629599,0.9799594946436198,-0.25687998213243024,1.9448072741516929,0.16921270044853964,-0.5598516072244379,14
0.9384758334820863,0.9553546238145916,-0.3437565384260267,0.24887675156068087,0.16921270044853964,-0.5598516072244379,15
0.9300063268137301,0.9564244008071566,-0.3437565384260267,0.05688461692773612,0.16921270044853964,-0.5598516072244379,16
0.9300063268137301,0.9564244008071566,-0.3437565384260267,0.5688636426155889,0.16921270044853964,-0.5598516072244379,17
0.9422400586680175,0.9564244008071566,-0.31289249869014374,-1.1910642581864048,0.16921270044853964,-0.5598516072244379,18
